word,p,i
slump,0.0002631016827631277,11.892091903731867
crank,0.0006176530234363002,10.660915771106318
gorge,0.0009455788091134211,10.046514675177768
query,6.582731532491453e-05,13.89095411378222
drink,0.00031850924217670775,11.616377143805549
favor,0.0002783151423012958,11.810992975987023
abbey,0.0002226341232048181,12.133037647581723
tangy,0.0007393012078872236,10.401550109101954
panic,0.0008837189412242447,10.144124773026741
solar,0.0031441880103871386,8.313096796854564
shire,0.0020394705164870366,8.937589633636282
proxy,7.72059902580776e-05,13.660927686783465
point,0.0012851679443747958,9.603827383075844
robot,0.0011299158937165023,9.78956889629951
prick,0.0002958603291596699,11.722796115804092
wince,0.00047352335560294574,11.044276794021442
crimp,0.00045723869051948984,11.09476489319105
knoll,0.0005439253013297875,10.844303843516347
sugar,0.000772970933440227,10.337298215037192
whack,0.00011435972795287493,13.094133286450182
mount,0.0006513778877403045,10.584217634007947
perky,0.00044158258083532823,11.14502911648714
could,0.0004156318071788546,11.232406315530355
wrung,0.00016125697487472996,12.598350816535662
light,0.0006437182274668425,10.601283058901746
those,0.0023006241614886395,8.763758965873517
moist,0.0010202768020514835,9.936823674846398
shard,0.0009673595079119412,10.013660229358454
pleat,0.0030561563291904062,8.35406594234231
aloft,0.0010665178978699658,9.872876108058538
skill,0.00043672407670772566,11.160990310099853
elder,0.003024603268732302,8.36903836533887
frame,0.0008200356871377465,10.252025683798811
humor,0.0005568871190459905,10.810327456466307
pause,0.0012941886496061412,9.593736355110593
ulcer,0.0014407405080779625,9.43897376970512
ultra,0.0023690439580136774,8.72147931638366
robin,0.0006626328639690247,10.559502622388633
cynic,0.0003845583615199681,11.344509817809486
aroma,0.002937384397704926,8.41125220988304
caulk,0.00033026205492864063,11.564101157158776
shake,0.0007791823255296627,10.325751426923732
dodge,0.00041846891977785443,11.222591903601677
swill,0.00039702188791611423,11.298493833849788
tacit,0.002466855349058826,8.66311116298994
other,0.003603387240885821,8.116430584191988
thorn,0.0018781291073707914,9.056488043735706
trove,0.0012533520837863725,9.639992540249
bloke,0.00031946253459687335,11.612065632479318
vivid,4.922933546344821e-05,14.310122209372633
spill,0.0008205119016933027,10.251188119071431
chant,0.001211982086547034,9.68841590915217
choke,0.0005023385365446754,10.959052424967103
rupee,0.0022447114525795853,8.79925427964541
nasty,0.0013055744735029696,9.581099529432668
mourn,0.0006940911918544228,10.49258715854238
ahead,0.0022041272939773006,8.825576739025857
brine,0.0009187766601251184,10.08799817145076
cloth,0.0011030228728977295,9.824321576893277
hoard,0.0013869371258014576,9.493881897397436
sweet,0.0013869308974995451,9.493888376105296
month,0.0007368044959685413,10.406430514792664
lapse,0.002079188322318063,8.90976384855827
watch,0.00042278444879547696,11.20779006824575
today,0.0011318149120252698,9.787146234032654
focus,0.00020308540028951102,12.265625850831212
smelt,0.0014003799243843893,9.479965999872926
tease,0.006888423457581075,7.181610451251653
cater,0.004381027259257478,7.834515093358166
movie,0.0003990021860679316,11.291315728789236
saute,0.0025466292782572453,8.617195327934583
allow,0.0008567110982889888,10.188903601506217
renew,0.001531294433541864,9.351032577284554
their,0.002997775939896607,8.381891727420323
slosh,0.0009296213079755887,10.071069242220085
purge,0.0006394026561893363,10.610987642213587
chest,0.0012953094018465453,9.592487538723688
depot,0.0012951304865792517,9.592686825470643
epoxy,9.799221840448312e-05,13.316973285566103
nymph,0.00018879409870526065,12.3708987096681
found,0.00016331557455398187,12.580049999792719
shall,0.0013743373837257816,9.507048072297584
stove,0.0008002170996482225,10.28732092193053
lowly,0.000344984334881472,11.50118152635986
snout,0.001060085582008731,9.881603544632519
trope,0.003237826216448129,8.270758730583282
fewer,0.0005341724768169293,10.870406736378134
shawl,0.0004207155256303413,11.214867320804274
natal,0.003828112140982,8.029151191810742
comma,0.0005181746250365375,10.91427401094439
foray,0.0006957878557532395,10.48906488109966
scare,0.0029805349386751697,8.390212999574128
stair,0.0032563456344928713,8.26253044663522
black,0.00016242396144031508,12.587947899113143
squad,3.289238014639264e-05,14.89188706671483
royal,0.0022729069954605823,8.78124563259297
chunk,0.00013421278139614804,12.863190310255877
mince,0.0008049897045250078,10.278742047658465
shame,0.0012041908667276605,9.69772020431069
cheek,0.0006965198195787517,10.48754797402923
ample,0.0012775735474484485,9.6123779379337
flair,0.0009454529098764609,10.046706775821304
foyer,0.0007705033301965405,10.341911187316006
cargo,0.0012172421987594177,9.682168030181288
oxide,0.00013560858611459114,12.848263853340796
plant,0.0015929057230931812,9.294123401886027
olive,0.0007667100830324961,10.349031226645524
inert,0.0037363584178421484,8.064151429496393
askew,0.0003387749241433316,11.527385288093383
heist,0.0019139646385493724,9.029220109101852
shown,0.0002948639014724635,11.727663167371603
zesty,8.405641803027547e-05,13.538282495463749
trash,0.0022695742301010926,8.78336260993666
