word,p,i
slump,0.00028426632560390585,11.780469173118107
crank,0.0005690648949233439,10.779119195830301
gorge,0.00080483495816121,10.279019409308475
query,7.36972620032534e-05,13.728029453050038
drink,0.00033661462493337306,11.536614520586603
favor,0.00023615286423829594,12.047991345871997
abbey,0.00042785194258432226,11.190600738655153
tangy,0.0006275949559309677,10.637878622340033
panic,0.0007519267986693878,10.377120159584054
solar,0.0030825431191483024,8.341663209224132
shire,0.0020130483884169916,8.956402433371437
proxy,4.539941259387288e-05,14.426966843294828
point,0.0008340798201496443,10.227526925587247
robot,0.0010193253560265895,9.938169669265866
prick,0.00025544926187856634,11.934675612477605
wince,0.000488893148308478,10.998193193002024
crimp,0.0003768508912862018,11.373718574767238
knoll,0.0004715209197790839,11.050390599758261
sugar,0.000969652683271401,10.010244293950661
whack,9.048850653332187e-05,13.431905915615497
mount,0.0005085540386794763,10.9413112973198
perky,0.0003883818957204121,11.330236427925026
could,0.0004969477728089816,10.97461814117984
wrung,0.00018345971283379394,12.412249092917708
light,0.0004773214381783229,11.03275124521468
those,0.0016727472624716217,9.223564801463432
moist,0.0008111653454545356,10.267716360601726
shard,0.0009920264389304094,9.977333808528533
pleat,0.002157454015867145,8.856454474637891
aloft,0.0008221112193581363,10.248378797367161
skill,0.0005103508191241604,10.936223071654206
elder,0.0033665494029397067,8.214513648630799
frame,0.00074508679095069,10.39030389279183
humor,0.0004379842978313008,11.156833230834833
pause,0.0014109317487122782,9.469136082818933
ulcer,0.0017573351591906416,9.152394916087783
ultra,0.002261233442287939,8.788674345802983
robin,0.0008050647235227495,10.27860760557476
cynic,0.00044633039164962575,11.129600333234423
aroma,0.0020912634318410207,8.90140947817577
caulk,0.0003657794634705492,11.416738301676883
shake,0.0006829906966147651,10.515846452628747
dodge,0.0004413189905363974,11.14589054983537
swill,0.0004876124162918958,11.00197751713792
tacit,0.0017694063341437913,9.142518891840941
other,0.002263766554560461,8.787059093251434
thorn,0.0011781045317180744,9.729316731316626
trove,0.0008886935015250616,10.136026440891149
bloke,0.0003736549159403662,11.386005876502498
vivid,5.1531232075560116e-05,14.244193387708515
spill,0.0008716387752368086,10.163982002740468
chant,0.0008483813921416321,10.20299940149026
choke,0.00036618922233516964,11.415123049125334
rupee,0.00221925645116478,8.815707893627454
nasty,0.0012950705277906592,9.59275361738872
mourn,0.0006366456106407237,10.617221861142971
ahead,0.0018369958544153402,9.088435913967412
brine,0.0012615076694485938,9.630635307327804
cloth,0.0007406471669201854,10.398925951407646
hoard,0.0010804566725465723,9.85414306489919
sweet,0.0013418543695719863,9.541556179217059
month,0.0004204492819784266,11.21578059821588
lapse,0.001995725828770657,8.968870746673058
watch,0.0002987912567214142,11.708574447182707
today,0.0009523546239452422,10.036213496203592
focus,0.00026466815763489284,11.883527745674133
smelt,0.0012690995299658586,9.621979066738078
tease,0.006299067662343104,7.310645976438905
cater,0.003610639029543122,8.11353008933232
movie,0.0003071768461725782,11.668642904281063
saute,0.0027278013808437374,8.51804568329988
allow,0.0007448255130332717,10.390809888156268
renew,0.0014919745696732251,9.38856133922912
their,0.0021761803485804425,8.843986161336272
slosh,0.0009478093778032907,10.043115444213699
purge,0.0006301592392196288,10.631995940455067
chest,0.001110186427176106,9.814982324321887
